status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,default,amount_duration_ratio,age_bucket,log_amount,duration_squared,high_installment,amount_per_person,senior_flag,young_flag,multiple_credits,long_duration
0 <= ... < 200 DM,24,delay in paying off in the past,domestic appliances,6403,... < 100 DM,... < 1 year,1,male : single,none,2,car or other,33,none,own,1,skilled employee/official,1,no,yes,1,1,266.7916666666667,31-45,8.764521909518802,576,0,6403.0,0,0,0,1
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,1987,... < 100 DM,1 <= ... < 4 years,2,male : single,none,4,real estate,21,none,rent,1,unskilled - resident,2,no,yes,0,0,82.79166666666667,18-30,7.594381242551817,576,0,993.5,0,1,0,1
0 <= ... < 200 DM,8,existing credits paid back duly till now,domestic appliances,760,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,2,real estate,44,none,own,1,unskilled - resident,1,no,yes,1,1,95.0,31-45,6.633318433280377,64,1,760.0,0,0,0,0
no checking account,24,existing credits paid back duly till now,car (used),2603,... >= 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,28,none,rent,1,skilled employee/official,1,yes,yes,1,1,108.45833333333333,18-30,7.864419904994565,576,0,2603.0,0,0,0,1
no checking account,4,critical account/other credits existing,car (new),3380,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,1,real estate,37,none,own,1,skilled employee/official,2,no,yes,1,1,845.0,31-45,8.125630988477065,16,0,1690.0,0,0,0,0
0 <= ... < 200 DM,36,all credits at this bank paid back duly,repairs,3990,unknown/no savings account,... < 1 year,3,female : divorced/separated/married,none,2,unknown/no property,29,bank,own,1,unemployed/unskilled - non-resident,1,no,yes,1,1,110.83333333333333,18-30,8.29154650988391,1296,1,3990.0,0,0,0,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),11560,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,car or other,23,none,rent,2,management/self-employed/highly qualified employee/officer,1,no,yes,0,0,481.6666666666667,18-30,9.355306142226368,576,0,11560.0,0,1,1,1
... < 100 DM,18,existing credits paid back duly till now,car (new),4380,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,35,none,own,1,unskilled - resident,2,yes,yes,1,1,243.33333333333334,31-45,8.384804003370492,324,1,2190.0,0,0,0,0
no checking account,6,critical account/other credits existing,car (new),6761,... < 100 DM,4 <= ... < 7 years,1,male : single,none,3,unknown/no property,45,none,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,1,1,1126.8333333333333,31-45,8.818926087090677,36,0,3380.5,0,0,1,0
0 <= ... < 200 DM,30,no credits taken/all credits paid back duly,others,4280,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,26,none,rent,2,unskilled - resident,1,no,yes,0,0,142.66666666666666,18-30,8.361708288575842,900,1,4280.0,0,0,1,1
... < 100 DM,24,all credits at this bank paid back duly,car (new),2325,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,car or other,32,bank,own,1,skilled employee/official,1,no,yes,1,1,96.875,31-45,7.751475318021456,576,0,2325.0,0,0,0,1
0 <= ... < 200 DM,10,all credits at this bank paid back duly,domestic appliances,1048,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,23,stores,own,1,unskilled - resident,1,no,yes,1,1,104.8,18-30,6.954638864880987,100,1,1048.0,0,1,0,0
no checking account,21,existing credits paid back duly till now,domestic appliances,3160,unknown/no savings account,... >= 7 years,4,male : single,none,3,building society savings agreement/life insurance,41,none,own,1,skilled employee/official,1,yes,yes,1,1,150.47619047619048,31-45,8.058327306580958,441,1,3160.0,0,0,0,1
... < 100 DM,24,all credits at this bank paid back duly,radio/television,2483,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee/official,1,yes,yes,1,1,103.45833333333333,18-30,7.817222785508166,576,1,2483.0,0,1,0,1
... < 100 DM,39,critical account/other credits existing,radio/television,14179,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,4,building society savings agreement/life insurance,30,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,363.56410256410254,18-30,9.559517275737559,1521,1,14179.0,0,0,1,1
... < 100 DM,13,critical account/other credits existing,others,1797,... < 100 DM,... < 1 year,3,male : single,none,1,building society savings agreement/life insurance,28,bank,own,2,unskilled - resident,1,no,yes,1,1,138.23076923076923,18-30,7.493873886783559,169,1,1797.0,0,0,1,0
... < 100 DM,15,existing credits paid back duly till now,car (new),2511,... < 100 DM,unemployed,1,female : divorced/separated/married,none,4,car or other,23,none,rent,1,skilled employee/official,1,no,yes,1,1,167.4,18-30,7.828436359157585,225,0,2511.0,0,1,0,0
... < 100 DM,12,existing credits paid back duly till now,car (new),1274,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,1,real estate,37,none,own,1,unskilled - resident,1,no,yes,0,0,106.16666666666667,31-45,7.149916836132109,144,1,1274.0,0,0,0,0
no checking account,21,existing credits paid back duly till now,car (used),5248,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,3,car or other,26,none,own,1,skilled employee/official,1,no,yes,1,1,249.9047619047619,18-30,8.565602330623925,441,0,5248.0,0,0,0,1
no checking account,15,existing credits paid back duly till now,car (used),3029,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,car or other,33,none,own,1,skilled employee/official,1,no,yes,1,1,201.93333333333334,31-45,8.015987811027237,225,0,3029.0,0,0,0,0
... < 100 DM,6,existing credits paid back duly till now,radio/television,428,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,1,building society savings agreement/life insurance,49,bank,own,1,skilled employee/official,1,yes,yes,1,1,71.33333333333333,46-60,6.059123195581797,36,0,428.0,0,0,0,0
... < 100 DM,18,existing credits paid back duly till now,car (new),976,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,2,car or other,23,none,own,1,unskilled - resident,1,no,yes,0,0,54.22222222222222,18-30,6.883462586413092,324,0,976.0,0,1,0,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,others,841,100 <= ... < 500 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,no,yes,1,1,70.08333333333333,18-30,6.734591659972948,144,0,841.0,0,1,0,0
no checking account,30,critical account/other credits existing,domestic appliances,5771,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,2,car or other,25,none,own,2,skilled employee/official,1,no,yes,1,1,192.36666666666667,18-30,8.660600654710967,900,1,5771.0,0,0,1,1
no checking account,12,delay in paying off in the past,education,1555,... >= 1000 DM,... >= 7 years,4,male : single,none,4,unknown/no property,55,none,for free,2,skilled employee/official,2,no,yes,0,0,129.58333333333334,46-60,7.349230824613334,144,1,777.5,0,0,1,0
... < 100 DM,24,existing credits paid back duly till now,car (new),1285,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown/no property,32,none,rent,1,skilled employee/official,1,no,yes,0,0,53.541666666666664,31-45,7.158513997329321,576,1,1285.0,0,0,0,1
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1299,... < 100 DM,1 <= ... < 4 years,1,male : single,none,1,real estate,74,none,own,3,unemployed/unskilled - non-resident,2,no,no,1,1,216.5,60+,7.1693500166706,36,0,649.5,1,0,1,0
... >= 200 DM / salary for at least 1 year,15,critical account/other credits existing,domestic appliances,1271,unknown/no savings account,1 <= ... < 4 years,3,male : single,none,4,unknown/no property,39,none,for free,2,skilled employee/official,1,yes,yes,0,0,84.73333333333333,31-45,7.147559271189454,225,1,1271.0,0,0,1,0
no checking account,24,existing credits paid back duly till now,car (new),1393,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,2,real estate,31,none,own,1,skilled employee/official,1,yes,yes,1,1,58.041666666666664,31-45,7.239214973779806,576,0,1393.0,0,0,0,1
... < 100 DM,12,critical account/other credits existing,car (new),691,... < 100 DM,... >= 7 years,4,male : single,none,3,building society savings agreement/life insurance,35,none,own,2,skilled employee/official,1,no,yes,0,0,57.583333333333336,31-45,6.53813982376767,144,1,691.0,0,0,1,0
no checking account,15,critical account/other credits existing,car (new),5045,unknown/no savings account,... >= 7 years,1,female : divorced/separated/married,none,4,car or other,59,none,own,1,skilled employee/official,1,yes,yes,1,1,336.3333333333333,46-60,8.52615293278771,225,0,5045.0,0,0,0,0
... < 100 DM,18,critical account/other credits existing,radio/television,2124,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,24,none,rent,2,skilled employee/official,1,no,yes,0,0,118.0,18-30,7.66105638236183,324,1,2124.0,0,1,1,0
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,2214,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,building society savings agreement/life insurance,24,none,own,1,unskilled - resident,1,no,yes,1,1,184.5,18-30,7.7025561132685825,144,1,2214.0,0,1,0,0
no checking account,21,critical account/other credits existing,car (new),12680,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,30,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,603.8095238095239,18-30,9.447781227991216,441,1,12680.0,0,0,0,1
no checking account,24,critical account/other credits existing,car (new),2463,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,3,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,yes,yes,1,1,102.625,18-30,7.809135398120538,576,1,2463.0,0,0,1,1
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1155,... < 100 DM,... >= 7 years,3,male : married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1,no,yes,1,1,96.25,31-45,7.051855622955894,144,1,1155.0,0,0,1,0
... < 100 DM,30,existing credits paid back duly till now,radio/television,3108,... < 100 DM,... < 1 year,2,male : divorced/separated,none,4,building society savings agreement/life insurance,31,none,own,1,unskilled - resident,1,no,yes,0,0,103.6,31-45,8.041734711487537,900,0,3108.0,0,0,0,1
no checking account,10,existing credits paid back duly till now,car (used),2901,unknown/no savings account,... < 1 year,1,female : divorced/separated/married,none,4,real estate,31,none,rent,1,skilled employee/official,1,no,yes,1,1,290.1,31-45,7.972810784121404,100,0,2901.0,0,0,0,0
0 <= ... < 200 DM,12,critical account/other credits existing,radio/television,3617,... < 100 DM,... >= 7 years,1,male : single,none,4,car or other,28,none,rent,3,skilled employee/official,1,yes,yes,1,1,301.4166666666667,18-30,8.193400231952097,144,0,3617.0,0,0,1,0
no checking account,12,critical account/other credits existing,domestic appliances,1655,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,63,none,own,2,unskilled - resident,1,yes,yes,1,1,137.91666666666666,60+,7.411556287811163,144,0,1655.0,1,0,1,0
... < 100 DM,24,existing credits paid back duly till now,car (used),2812,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,real estate,26,none,rent,1,skilled employee/official,1,no,yes,1,1,117.16666666666667,18-30,7.941651252930556,576,0,2812.0,0,0,0,1
... < 100 DM,36,critical account/other credits existing,retraining,8065,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,unknown/no property,25,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,224.02777777777777,18-30,8.99528899055931,1296,1,8065.0,0,0,1,1
no checking account,21,critical account/other credits existing,car (used),3275,... < 100 DM,... >= 7 years,1,male : single,none,4,car or other,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,155.95238095238096,31-45,8.094073148069352,441,0,3275.0,0,0,0,1
no checking account,24,critical account/other credits existing,domestic appliances,2223,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,52,bank,own,2,skilled employee/official,1,no,yes,1,1,92.625,46-60,7.706612913964197,576,1,2223.0,0,0,1,1
... >= 200 DM / salary for at least 1 year,12,critical account/other credits existing,car (new),1480,500 <= ... < 1000 DM,unemployed,2,male : single,none,4,unknown/no property,66,bank,for free,3,unemployed/unskilled - non-resident,1,no,yes,1,1,123.33333333333333,60+,7.299797366758161,144,0,1480.0,1,0,1,0
... < 100 DM,24,existing credits paid back duly till now,car (new),1371,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee/official,1,no,yes,0,0,57.125,18-30,7.223295679562314,576,1,1371.0,0,0,0,1
no checking account,36,critical account/other credits existing,car (new),3535,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,37,none,own,2,skilled employee/official,1,yes,yes,1,1,98.19444444444444,31-45,8.170468578330674,1296,1,3535.0,0,0,1,1
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,3509,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee/official,1,no,yes,1,1,194.94444444444446,18-30,8.163086375583216,324,1,3509.0,0,0,0,0
no checking account,36,critical account/other credits existing,car (used),5711,... >= 1000 DM,... >= 7 years,4,male : single,none,2,car or other,38,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,158.63888888888889,31-45,8.650149418664864,1296,1,5711.0,0,0,1,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,3872,... < 100 DM,unemployed,2,female : divorced/separated/married,none,4,car or other,67,none,own,1,skilled employee/official,1,yes,yes,1,1,215.11111111111111,60+,8.261526448396468,324,0,3872.0,1,0,0,0
0 <= ... < 200 DM,39,critical account/other credits existing,domestic appliances,4933,... < 100 DM,4 <= ... < 7 years,2,male : single,guarantor,2,real estate,25,none,own,2,skilled employee/official,1,no,yes,0,0,126.48717948717949,18-30,8.503702601233739,1521,0,4933.0,0,0,1,1
no checking account,24,critical account/other credits existing,car (new),1940,... >= 1000 DM,... >= 7 years,4,male : single,none,4,real estate,60,none,own,1,skilled employee/official,1,yes,yes,1,1,80.83333333333333,46-60,7.570443252057374,576,1,1940.0,0,0,0,1
0 <= ... < 200 DM,12,no credits taken/all credits paid back duly,business,1410,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,31,none,own,1,unskilled - resident,1,yes,yes,1,1,117.5,31-45,7.251344983372214,144,0,1410.0,0,0,0,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),836,100 <= ... < 500 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,bank,own,1,unskilled - resident,1,no,yes,0,0,69.66666666666667,18-30,6.728628613084702,144,1,836.0,0,1,0,0
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,unknown/no savings account,unemployed,1,male : divorced/separated,none,4,real estate,60,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,323.4,46-60,8.774622220696997,400,0,6468.0,0,0,0,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,others,1941,... >= 1000 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,35,none,own,1,unskilled - resident,1,yes,yes,1,1,107.83333333333333,31-45,7.57095858316901,324,1,1941.0,0,0,0,0
no checking account,22,existing credits paid back duly till now,domestic appliances,2675,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,4,car or other,40,none,own,1,skilled employee/official,1,no,yes,1,1,121.5909090909091,31-45,7.891704659330107,484,1,2675.0,0,0,0,1
no checking account,48,critical account/other credits existing,car (used),2751,unknown/no savings account,... >= 7 years,4,male : single,none,3,car or other,38,none,own,2,skilled employee/official,2,yes,yes,1,1,57.3125,31-45,7.919719760924575,2304,1,1375.5,0,0,1,1
0 <= ... < 200 DM,48,delay in paying off in the past,retraining,6224,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,50,none,for free,1,skilled employee/official,1,no,yes,0,0,129.66666666666666,46-60,8.736168065858228,2304,1,6224.0,0,0,0,1
... < 100 DM,40,critical account/other credits existing,retraining,5998,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,unknown/no property,27,bank,own,1,skilled employee/official,1,yes,yes,0,0,149.95,18-30,8.699181359308954,1600,1,5998.0,0,0,0,1
0 <= ... < 200 DM,21,existing credits paid back duly till now,others,1188,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,39,none,own,1,skilled employee/official,2,no,yes,0,0,56.57142857142857,31-45,7.080026499922591,441,0,594.0,0,0,0,1
no checking account,24,existing credits paid back duly till now,car (used),6313,unknown/no savings account,... >= 7 years,3,male : single,none,4,car or other,41,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,1,263.0416666666667,31-45,8.750366278367625,576,1,3156.5,0,0,0,1
no checking account,6,critical account/other credits existing,radio/television,1221,unknown/no savings account,1 <= ... < 4 years,1,male : married/widowed,none,2,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,1,1,203.5,18-30,7.107425474110705,36,0,1221.0,0,0,1,0
... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,radio/television,2892,... < 100 DM,... >= 7 years,3,male : divorced/separated,none,4,unknown/no property,51,none,for free,1,skilled employee/official,1,no,yes,1,1,120.5,46-60,7.969703583278656,576,1,2892.0,0,0,0,1
no checking account,24,existing credits paid back duly till now,radio/television,3062,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,3,unknown/no property,32,none,rent,1,skilled employee/official,1,yes,yes,1,1,127.58333333333333,31-45,8.026823576217629,576,1,3062.0,0,0,0,1
no checking account,9,existing credits paid back duly till now,radio/television,2301,100 <= ... < 500 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,1,1,255.66666666666666,18-30,7.741099090035366,81,0,2301.0,0,1,0,0
... < 100 DM,18,existing credits paid back duly till now,car (used),7511,unknown/no savings account,... >= 7 years,1,male : single,none,4,building society savings agreement/life insurance,51,none,for free,1,skilled employee/official,2,yes,yes,0,0,417.27777777777777,46-60,8.924123891686012,324,0,3755.5,0,0,0,0
no checking account,12,critical account/other credits existing,radio/television,1258,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,rent,2,unskilled - resident,1,no,yes,1,1,104.83333333333333,18-30,7.1372784372603855,144,0,1258.0,0,1,1,0
no checking account,24,delay in paying off in the past,car (new),717,unknown/no savings account,... >= 7 years,4,male : married/widowed,none,4,car or other,54,none,own,2,skilled employee/official,1,yes,yes,1,1,29.875,46-60,6.57507584059962,576,1,717.0,0,0,1,1
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1549,unknown/no savings account,... < 1 year,4,male : single,none,2,real estate,35,none,own,1,unemployed/unskilled - non-resident,1,no,yes,1,1,172.11111111111111,31-45,7.3453648404168685,81,1,1549.0,0,0,0,0
no checking account,24,critical account/other credits existing,retraining,1597,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,54,none,for free,2,skilled employee/official,2,no,yes,1,1,66.54166666666667,46-60,7.3758821482150125,576,1,798.5,0,0,1,1
0 <= ... < 200 DM,18,critical account/other credits existing,domestic appliances,1795,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,yes,yes,1,1,99.72222222222223,46-60,7.492760300922379,324,1,1795.0,0,0,1,0
... < 100 DM,20,critical account/other credits existing,radio/television,4272,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,own,2,skilled employee/official,1,no,yes,1,1,213.6,18-30,8.35983738064003,400,0,4272.0,0,1,1,1
no checking account,12,critical account/other credits existing,domestic appliances,976,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,35,none,own,2,skilled employee/official,1,no,yes,1,1,81.33333333333333,31-45,6.883462586413092,144,1,976.0,0,0,1,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),7472,unknown/no savings account,unemployed,1,female : divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/unskilled - non-resident,1,no,yes,1,1,622.6666666666666,18-30,8.918917979908679,144,0,7472.0,0,1,0,0
... < 100 DM,36,existing credits paid back duly till now,car (new),9271,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,24,none,own,1,skilled employee/official,1,yes,yes,0,0,257.52777777777777,18-30,9.134646527606982,1296,0,9271.0,0,1,0,1
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,590,... < 100 DM,... < 1 year,3,male : married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,no,no,1,1,98.33333333333333,18-30,6.380122536899765,36,1,590.0,0,0,0,0
no checking account,12,critical account/other credits existing,domestic appliances,930,unknown/no savings account,... >= 7 years,4,male : single,none,4,real estate,65,none,own,4,skilled employee/official,1,no,yes,1,1,77.5,60+,6.835184586147301,144,1,930.0,1,0,1,0
0 <= ... < 200 DM,42,all credits at this bank paid back duly,car (used),9283,... < 100 DM,unemployed,1,male : single,none,2,unknown/no property,55,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,221.02380952380952,46-60,9.135940049399933,1764,0,9283.0,0,0,0,1
0 <= ... < 200 DM,15,no credits taken/all credits paid back duly,car (new),1778,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/unskilled - non-resident,1,no,yes,0,0,118.53333333333333,18-30,7.48324441607385,225,0,1778.0,0,0,1,0
0 <= ... < 200 DM,8,existing credits paid back duly till now,others,907,... < 100 DM,... < 1 year,3,male : married/widowed,none,2,real estate,26,none,own,1,skilled employee/official,1,yes,yes,1,1,113.375,18-30,6.810142450115136,64,1,907.0,0,0,0,0
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,484,... < 100 DM,4 <= ... < 7 years,3,male : married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,no,yes,1,1,80.66666666666667,18-30,6.182084906716632,36,1,484.0,0,0,0,0
... < 100 DM,36,critical account/other credits existing,car (used),9629,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,car or other,24,none,own,2,skilled employee/official,1,yes,yes,0,0,267.47222222222223,18-30,9.172534657240284,1296,1,9629.0,0,1,1,1
... < 100 DM,48,existing credits paid back duly till now,repairs,3051,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,car or other,54,none,own,1,skilled employee/official,1,no,yes,0,0,63.5625,46-60,8.02322468471667,2304,1,3051.0,0,0,0,1
... < 100 DM,48,existing credits paid back duly till now,car (new),3931,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,46,none,for free,1,skilled employee/official,2,no,yes,0,0,81.89583333333333,46-60,8.27664912542186,2304,1,1965.5,0,0,0,1
0 <= ... < 200 DM,36,delay in paying off in the past,car (new),7432,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,building society savings agreement/life insurance,54,none,rent,1,skilled employee/official,1,no,yes,1,1,206.44444444444446,46-60,8.913550280493675,1296,0,7432.0,0,0,0,1
no checking account,6,existing credits paid back duly till now,repairs,1338,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,62,none,own,1,skilled employee/official,1,no,yes,1,1,223.0,60+,7.198931240688173,36,0,1338.0,1,0,0,0
no checking account,6,critical account/other credits existing,domestic appliances,1554,... < 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,car or other,24,none,rent,2,skilled employee/official,1,yes,yes,1,1,259.0,18-30,7.348587530927593,36,0,1554.0,0,1,1,0
... < 100 DM,36,existing credits paid back duly till now,furniture/equipment,15857,... < 100 DM,unemployed,2,male : divorced/separated,co-applicant,3,car or other,43,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,1,440.47222222222223,31-45,9.671366322189568,1296,0,15857.0,0,0,0,1
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,1345,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,26,bank,own,1,skilled employee/official,1,no,yes,0,0,74.72222222222223,18-30,7.20414929203594,324,1,1345.0,0,0,0,0
no checking account,12,existing credits paid back duly till now,car (new),1101,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,2,real estate,27,none,own,2,skilled employee/official,1,yes,yes,1,1,91.75,18-30,7.00397413672268,144,1,1101.0,0,0,1,0
... >= 200 DM / salary for at least 1 year,12,existing credits paid back duly till now,domestic appliances,3016,... < 100 DM,1 <= ... < 4 years,3,male : married/widowed,none,1,car or other,24,none,own,1,skilled employee/official,1,no,yes,1,1,251.33333333333334,18-30,8.011686729127847,144,1,3016.0,0,1,0,0
... < 100 DM,36,existing credits paid back duly till now,radio/television,2712,... < 100 DM,... >= 7 years,2,male : single,none,2,building society savings agreement/life insurance,41,bank,own,1,skilled employee/official,2,no,yes,0,0,75.33333333333333,31-45,7.905441649060286,1296,0,1356.0,0,0,0,1
... < 100 DM,8,critical account/other credits existing,car (new),731,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,47,none,own,2,unskilled - resident,1,no,yes,1,1,91.375,46-60,6.594413459749778,64,1,731.0,0,0,1,0
no checking account,18,critical account/other credits existing,radio/television,3780,... < 100 DM,... < 1 year,3,male : divorced/separated,none,2,car or other,35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,210.0,31-45,8.237479288613633,324,1,3780.0,0,0,1,0
... < 100 DM,21,critical account/other credits existing,car (new),1602,... < 100 DM,... >= 7 years,4,male : married/widowed,none,3,car or other,30,none,own,2,skilled employee/official,1,yes,yes,1,1,76.28571428571429,18-30,7.379008127628304,441,1,1602.0,0,0,1,1
... < 100 DM,18,critical account/other credits existing,car (new),3966,... < 100 DM,... >= 7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee/official,1,yes,yes,0,0,220.33333333333334,31-45,8.285513309079741,324,0,3966.0,0,0,1,0
no checking account,18,no credits taken/all credits paid back duly,others,4165,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,36,stores,own,2,skilled employee/official,2,no,yes,0,0,231.38888888888889,31-45,8.334471554600944,324,0,2082.5,0,0,1,0
... < 100 DM,36,existing credits paid back duly till now,car (used),8335,unknown/no savings account,... >= 7 years,3,male : single,none,4,unknown/no property,47,none,for free,1,skilled employee/official,1,no,yes,0,0,231.52777777777777,46-60,9.028218795184895,1296,1,8335.0,0,0,0,1
0 <= ... < 200 DM,48,delay in paying off in the past,others,6681,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,38,none,for free,1,skilled employee/official,2,yes,yes,1,1,139.1875,31-45,8.807022955925477,2304,1,3340.5,0,0,0,1
no checking account,24,delay in paying off in the past,others,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,car or other,44,none,own,2,skilled employee/official,2,yes,yes,1,1,98.95833333333333,31-45,7.772752716468742,576,1,1187.5,0,0,1,1
... < 100 DM,18,existing credits paid back duly till now,car (new),1216,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,23,none,rent,1,skilled employee/official,1,yes,yes,0,0,67.55555555555556,18-30,7.103322062526113,324,1,1216.0,0,1,0,0
... < 100 DM,45,no credits taken/all credits paid back duly,others,11816,... < 100 DM,... >= 7 years,2,male : single,none,4,car or other,29,none,rent,2,skilled employee/official,1,no,yes,0,0,262.5777777777778,18-30,9.377209824211215,2025,0,11816.0,0,0,1,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,5084,unknown/no savings account,... >= 7 years,2,female : divorced/separated/married,none,4,car or other,42,none,own,1,skilled employee/official,1,yes,yes,1,1,211.83333333333334,31-45,8.533853632309345,576,0,5084.0,0,0,0,1
